id,nume,categorie,pret,clasa,consum_energetic,rating,nr_reviewuri,url_produs,imagine_url,Producator,Volum,Inaltime,Alb,Argintiu,O_usa,Doua_usi,Minibar
66,"Frigider cu doua usi Tesla RD2100MBE, 207 l, Iluminare LED, Clasa E, Usi reversibile, H 143 cm, Negru",Frigidere,965.9,E,176,0,0,https://www.emag.ro/frigider-cu-doua-usi-tesla-207-l-iluminare-led-clasa-e-usi-reversibile-h-143-cm-negru-rd2100mbe/pd/DQWJ6CYBM/,https://s13emagst.akamaized.net/products/76550/76549409/images/res_ed3a5f3332b2fd3bcdd1309c273512b5.jpg?width=720&height=720&hash=99F48FED0ABF6C883733612031BA8C3E,Tesla,207,85,0,1,0,1,0
67,"Frigider cu doua usi Beko RDSA310M30XBN, 306 l, Clasa F, Cooling Fan, Safety Glass, H 175 cm, Argintiu",Frigidere,1899.98,F,260,4.03,65,https://www.emag.ro/frigider-cu-doua-usi-beko-306-l-clasa-f-cooling-fan-safety-glass-h-175-cm-argintiu-rdsa310m30xbn/pd/DGFGMTMBM/,https://s13emagst.akamaized.net/products/35152/35151952/images/res_a181cef7b38cf98803a073c2337367e4.jpg?width=720&height=720&hash=5782DDDAF2F368ACDD681C29BF5031FB,Beko,306,186,0,1,0,1,0
68,"Frigider cu o usa Heinner HF-V401NFXWDE++, 389 l, No Frost, Control electronic, Dozator de apa, Iluminare LED, Clasa E, H 186 cm, Inox",Frigidere,2193.41,E,121,5,1,https://www.emag.ro/frigider-cu-o-usa-heinner-389-l-no-frost-control-electronic-dozator-de-apa-iluminare-led-clasa-e-h-186-cm-inox-hf-v401nfxwde/pd/DJG74JYBM/,https://s13emagst.akamaized.net/products/72607/72606387/images/res_c708b0ad54c614650a70016ddf12e014.png?width=720&height=720&hash=C5E85851CDC1CCA0920D0297C4FF5371,Heinner,389,165,0,1,1,0,0
69,"Frigider cu o usa Daewoo FN-146HEW, 128l, Clasa E, Control mecanic, H 85 cm, Alb",Frigidere,768.89,E,90,5,4,https://www.emag.ro/frigider-cu-o-usa-daewoo-128l-clasa-e-control-mecanic-h-85-cm-alb-fn-146hew/pd/D4GF5NMBM/,https://s13emagst.akamaized.net/products/37731/37730739/images/res_71e5440ed8931f9b7ec8a8544f87d1b5.jpg?width=720&height=720&hash=647F9078C67E7A0A5B3C01842F76DFC9,Daewoo,128,144,1,0,1,0,0
70,"Frigider cu doua usi Samsung RT47CB662622EO, 465 l, Clasa E, No Frost, All Around Cooling, WiFi, Smart Control, Sticla Neagra",Frigidere,3499.98,E,257,4.63,8,https://www.emag.ro/frigider-cu-doua-usi-samsung-465-l-clasa-e-no-frost-all-around-cooling-wifi-smart-control-sticla-neagra-rt47cb662622eo/pd/D7PR4BYBM/,https://s13emagst.akamaized.net/products/57849/57848733/images/res_a6107a22f545d9ed6b47eff283b625b1.jpg?width=720&height=720&hash=CD1BE5A5FFF2F86E9B981D39D441AC1F,Samsung,465,51,0,1,0,1,0
71,"Frigider cu o usa Heinner HF-V401NFE++, 390 l, No Frost, Control electronic, Iluminare LED, Clasa E, H 186 cm, Alb",Frigidere,2154.3,E,121,5,2,https://www.emag.ro/frigider-cu-o-usa-heinner-390-l-no-frost-control-electronic-iluminare-led-clasa-e-h-186-cm-alb-hf-v401nfe/pd/DPG74JYBM/,https://s13emagst.akamaized.net/products/72607/72606383/images/res_407ce4baa9618399ae9ed71a3a79e3e1.jpg?width=720&height=720&hash=08F28EC55861B2801DB58092BF2D51FB,Heinner,390,83,1,0,1,0,0
72,"Frigider cu doua usi Beko RDNT271I40XBN, 250 l, NeoFrost Dual Cooling, Display touch control, Compresor ProSmart Inverter, Clasa E, H 165 cm, Metal Look",Frigidere,2319.81,E,216,0,0,https://www.emag.ro/frigider-cu-doua-usi-beko-250-l-neofrost-dual-cooling-display-touch-control-compresor-prosmart-inverter-clasa-e-h-165-cm-metal-look-rdnt271i40xbn/pd/D9TCYZYBM/,https://s13emagst.akamaized.net/products/77655/77654797/images/res_21a64603fc4f17ad3c5c185142a8e9dc.jpg?width=720&height=720&hash=6B8FCB422C46A57DD289EACC8C09DDE6,Beko,250,144,0,1,0,1,0
73,"Frigider cu doua usi TCL RF207TWE1, 207 l, Sertar Crisper, Rafturi ajustabile, Iluminare LED, Clasa E, H 144 cm, Alb",Frigidere,1299.98,E,172,5,1,https://www.emag.ro/frigider-cu-doua-usi-tcl-207-l-sertar-crisper-rafturi-ajustabile-iluminare-led-clasa-e-h-144-cm-alb-rf207twe1/pd/D1MHTFYBM/,https://s13emagst.akamaized.net/products/71331/71330279/images/res_73567da4dcc1255afb3901988c717de5.jpg?width=720&height=720&hash=6D55CD02E4CA906D03C7348F7A8BE61B,TCL,207,83,1,0,0,1,0
74,"Frigider minibar Heinner HMB-HM41SE++, 41 l, Clasa E, H 51 cm, Argintiu",Frigidere,526.79,E,79,4.57,7,https://www.emag.ro/frigider-minibar-heinner-41-l-clasa-e-h-51-cm-argintiu-hmb-hm41se/pd/DYG74JYBM/,https://s13emagst.akamaized.net/products/72607/72606373/images/res_29fb379a08346c2118450f5a480ead61.jpg?width=720&height=720&hash=E5F0167E3A6DF5A49931B9C3ABA90DA3,Heinner,41,144,0,1,0,0,1
75,"Frigider cu o usa STARCREST SF-91GLS-BKE Clasa E, Capacitate 91L, Iluminare interioara, H 83 cm, Sticla Neagra",Frigidere,779,E,85,4.75,8,https://www.emag.ro/frigider-cu-o-usa-starcrest-clasa-e-capacitate-91l-iluminare-interioara-h-83-cm-sticla-neagra-sf-91gls-bke/pd/D48GCBYBM/,https://s13emagst.akamaized.net/products/57874/57873529/images/res_40dbcad6a4f8138dcfe876db2249b197.png?width=720&height=720&hash=F17CB087D4510FAB94107FADC925B1EF,STARCREST,91,159,0,1,1,0,0
76,"Frigider cu doua usi Liebherr CTPe231-26, 233 l, Clasa E, VarioSpace, SmartFrost, H 140.1 cm, Alb",Frigidere,1739.89,E,181,5,3,https://www.emag.ro/frigider-cu-doua-usi-liebherr-233-l-clasa-e-variospace-smartfrost-h-140-1-cm-alb-ctpe231-26/pd/D97XXPYBM/,https://s13emagst.akamaized.net/products/68741/68740499/images/res_9ca5107fc708fb5c7b325c1dd6aa7ebe.jpg?width=720&height=720&hash=5068C3AB2A5C1EB08BE89DDC7910EA66,Liebherr,233,157,1,0,0,1,0
77,"Frigider cu doua usi incoporabil Beko BDSA250K3SN, 220 l, Termostat reglabil, Clasa F, H 144.8 cm",Frigidere,1599.98,F,232,4.07,14,https://www.emag.ro/frigider-cu-doua-usi-incoporabil-beko-220-l-termostat-reglabil-clasa-f-h-144-8-cm-bdsa250k3sn/pd/DM2ZC3MBM/,https://s13emagst.akamaized.net/products/32017/32016801/images/res_396549cabc95059350d67ced6b2d28fb.jpg?width=720&height=720&hash=F276A6439CC59E19C6C6531E229A53CB,Beko,220,172,0,0,0,1,0
78,"Frigider - Racitor cu o usa STARCREST SFL-92BKE, Clasa E, Capacitate 92L, Iluminare interioara, H 83 cm, Negru",Frigidere,699,E,86,0,0,https://www.emag.ro/frigider-racitor-cu-o-usa-starcrest-clasa-e-capacitate-92l-iluminare-interioara-h-83-cm-negru-sfl-92bke/pd/D1V0ZSYBM/,https://s13emagst.akamaized.net/products/61323/61322332/images/res_d8713dce27b19dc21870d97f992c5ce4.jpg?width=720&height=720&hash=577C56604B21B70FB894840651B316A7,STARCREST,92,185,0,1,1,0,0
79,"Frigider cu o usa Star-Light FTTM-93FWH, 93 l, Clasa F, Alb",Frigidere,709.99,F,107,4.64,66,https://www.emag.ro/frigider-cu-o-usa-star-light-93-l-clasa-f-alb-fttm-93fwh/pd/D0P057MBM/,https://s13emagst.akamaized.net/products/34032/34031314/images/res_f9a9ccb1bda2f63ef0b368d9537e01a7.jpg?width=720&height=720&hash=E4A6583456CB5A719FD3793A5CD714EF,Star-Light,93,82,1,0,1,0,0
80,"Frigider cu doua usi Heinner HF-V213SF+, 213 l, Clasa F, Control mecanic, Termostat ajustabil, Iluminare LED, H 144 cm, Argintiu",Frigidere,1068.03,F,222,4.62,102,https://www.emag.ro/frigider-cu-doua-usi-heinner-213-l-clasa-f-control-mecanic-termostat-ajustabil-iluminare-led-h-144-cm-argintiu-hf-v213sf/pd/DHCQ17MBM/,https://s13emagst.akamaized.net/products/23970/23969825/images/res_34ee28b573aecc871480c130874351af.jpg?width=720&height=720&hash=B1F863DD1353970EA795EBBA7AFC9701,Heinner,213,171,0,1,0,1,0
81,"Frigider cu doua usi Tesla RD2400ME, 235 l, Clasa E, Iluminare LED, H 159 cm, Alb",Frigidere,1120.86,E,177,5,1,https://www.emag.ro/frigider-cu-doua-usi-tesla-235-l-clasa-e-iluminare-led-h-159-cm-alb-rd2400me/pd/DRWJ6CYBM/,https://s13emagst.akamaized.net/products/76550/76549410/images/res_ba2295fb6ea6b43e9574bacc14867e14.jpg?width=720&height=720&hash=D48B89D82A6B41D0F69CE724933A30D3,Tesla,235,178,1,0,0,1,0
82,"Frigider cu doua usi Liebherr CTPele251-26, 270 l, Clasa E, VarioSpace, SmartFrost, H 157.1 cm, Inox",Frigidere,1799.99,E,190,5,5,https://www.emag.ro/frigider-cu-doua-usi-liebherr-270-l-clasa-e-variospace-smartfrost-h-157-1-cm-inox-ctpele251-26/pd/DDDVFPYBM/,https://s13emagst.akamaized.net/products/68805/68804909/images/res_f38e2d012737de0eaf765105cfd11180.jpg?width=720&height=720&hash=5B1F3A01E0F74E9C714D9B55CAFAB059,Liebherr,270,85,0,1,0,1,0
83,"Frigider cu doua usi Beko RDNT401I30WBN, 375 l, NeoFrost Dual Cooling, HarvestFresh, Display touch control, Clasa F, H 172 cm, Antracit",Frigidere,2599.98,F,307.7,4.62,73,https://www.emag.ro/frigider-cu-doua-usi-beko-375-l-neofrost-dual-cooling-harvestfresh-display-touch-control-clasa-f-h-172-cm-antracit-rdnt401i30wbn/pd/DDP2W0MBM/,https://s13emagst.akamaized.net/products/38763/38762313/images/res_0e31c2f9642f4a17a4c6e54ca0c0a990.jpg?width=720&height=720&hash=BF9C1089EB65D6A73672CA026452DE56,Beko,375,185,0,1,0,1,0
84,"Frigider cu doua usi Beko B5RDNE504LXBR, 477 l, No Frost, HarvestFresh, Everfresh+, AeroFlow, Umiditate controlata, Display, Clasa E, H 185 cm, Dark Inox",Frigidere,3521.28,E,274,4.87,23,https://www.emag.ro/frigider-cu-doua-usi-beko-477-l-no-frost-harvestfresh-everfresh-aeroflow-umiditate-controlata-display-clasa-e-h-185-cm-dark-inox-b5rdne504lxbr/pd/DV5641MBM/,https://s13emagst.akamaized.net/products/50463/50462934/images/res_9fdd72fe176e0d879f554411ee2bd4db.jpg?width=720&height=720&hash=E6BAA776BA645EC09703C08726812D61,Beko,477,48,0,1,0,1,0
85,"Frigider cu o usa STARCREST SF-85WH-E, Clasa E, Capacitate 85L, Iluminare interioara, Compartiment gheata, H 82 cm, Alb",Frigidere,749,E,84,4.55,29,https://www.emag.ro/frigider-cu-o-usa-starcrest-clasa-e-capacitate-85l-iluminare-interioara-compartiment-gheata-h-82-cm-alb-sf-85wh-e/pd/D0L8NDMBM/,https://s13emagst.akamaized.net/products/34466/34465965/images/res_26728748c38be28955174cc3703a3d70.jpg?width=720&height=720&hash=C0A80D454D1730E0A95DA88F7F0D56A5,STARCREST,85,146,1,0,1,0,0
86,"Frigider cu doua usi Samsung RT38CG6624S9EO, 393 l, No Frost, All Around Cooling, WiFi SmartThings, Optimal Fresh+, Digital Inverter, Clasa E, H 171 cm, Inox",Frigidere,2849.99,E,245,4.14,7,https://www.emag.ro/frigider-cu-doua-usi-samsung-393-l-no-frost-all-around-cooling-wifi-smartthings-optimal-fresh-digital-inverter-clasa-e-h-171-cm-inox-rt38cg6624s9eo/pd/DYPQQ3YBM/,https://s13emagst.akamaized.net/products/60768/60767287/images/res_fbcd228defe688999bb3ead06739e23c.jpg?width=720&height=720&hash=1354AF0976A36C27298FE61D0548C6B4,Samsung,393,143,0,1,0,1,0
87,"Frigider cu doua usi Heinner HF-HM413NFDXWDE++, 413 l, Full No Frost, Clasa E, Compresor Dual Inverter, Dozator de apa, Display, Blocare acces copii, H 178 cm, Inox",Frigidere,2434.1,E,244,0,0,https://www.emag.ro/frigider-cu-doua-usi-heinner-413-l-full-no-frost-clasa-e-compresor-dual-inverter-dozator-de-apa-display-blocare-acces-copii-h-178-cm-inox-hf-hm413nfdxwde/pd/DV20FVYBM/,https://s13emagst.akamaized.net/products/74339/74338297/images/res_71acb8c10aeb4f0ee3721039c67d62ba.jpg?width=720&height=720&hash=5ADB185B428B6586C235B3741169F270,Heinner,413,165,0,1,0,1,0
88,"Frigider cu o usa Arctic ATF905WN, 89 l, Clasa E, Garden Fresh, H 85 cm, Alb",Frigidere,699.72,E,85,4.62,52,https://www.emag.ro/frigider-cu-o-usa-arctic-89-l-clasa-e-garden-fresh-h-85-cm-alb-atf905wn/pd/D9X282MBM/,https://s13emagst.akamaized.net/products/33162/33161644/images/res_b86967b7c248e3a8ab598b9f9653d8c7.jpg?width=720&height=720&hash=C576E86266A76DE6D381454D8A5031D9,Arctic,89,143,1,0,1,0,0
89,"Frigider minibar STARCREST SMB-47GLS-BK, Design modern, 46 l, Clasa F, H 48.5 cm, Sticla Neagra",Frigidere,559,F,100,5,3,https://www.emag.ro/frigider-minibar-starcrest-design-modern-46-l-clasa-f-h-48-5-cm-sticla-neagra-smb-47gls-bk/pd/DB4T57YBM/,https://s13emagst.akamaized.net/products/62849/62848248/images/res_6bc57a75e2277adaf05cd4afd4b83735.jpg?width=720&height=720&hash=6B62A31853AF62B102672530FAC1CF25,STARCREST,46,145,0,1,0,0,1
90,"Frigider cu doua usi Arctic AD54240M30W, 223 l, Clasa F, H 146.5, Alb",Frigidere,1106.7,F,228,4.65,164,https://www.emag.ro/frigider-cu-doua-usi-arctic-223-l-clasa-f-h-146-5-alb-ad54240m30w/pd/DGBXL7MBM/,https://s13emagst.akamaized.net/products/33885/33884889/images/res_dc18f2ec5bc66686790f209c871c59fd.jpg?width=720&height=720&hash=A4BE554B70D752499CFC68026AB8E385,Arctic,223,159,1,0,0,1,0
91,"Frigider cu 2 usi Samus SX284E, 206 L, Clasa energetica E, Termostat Reglabil, H 143 cm, Inox/Argintiu",Frigidere,1185.99,E,172,0,0,https://www.emag.ro/frigider-cu-2-usi-samus-206-l-clasa-energetica-e-termostat-reglabil-h-143-cm-inox-argintiu-sx284e/pd/D7KX8YYBM/,https://s13emagst.akamaized.net/products/59953/59952238/images/res_b385d9abbd0e10ee8be3114982385678.jpg?width=720&height=720&hash=DFE4B41275B1895EFD3C55FF0EF6C0C3,Samus,206,49,0,1,0,0,0
92,"Frigider cu o usa Liebherr Rsfd 5000, 348 l, Clasa D, EasyFresh, TouchDisplay, H 165.5 cm, Inox",Frigidere,3099.89,D,93,5,4,https://www.emag.ro/frigider-cu-o-usa-liebherr-348-l-clasa-d-easyfresh-touchdisplay-h-165-5-cm-inox-rsfd-5000/pd/DTTVFPYBM/,https://s13emagst.akamaized.net/products/68805/68804941/images/res_95c01f32ef04fb0215899cab2c84cc77.jpg?width=720&height=720&hash=89CE1C6C002E4A9EFBE9CF1BA4352863,Liebherr,348,160,0,1,1,0,0
93,"Frigider cu 2 usi Albalux AXDF293E, 204 L, Clasa energetica E, Termostat reglabil, Dezghetare automata frigider, H 143 cm, Alb",Frigidere,949.62,E,176,5,1,https://www.emag.ro/frigider-cu-2-usi-albalux-204-l-clasa-energetica-e-termostat-reglabil-dezghetare-automata-frigider-h-143-cm-alb-axdf293e/pd/DY42FVYBM/,https://s13emagst.akamaized.net/products/74333/74332980/images/res_05717dd0e449bb3adbe5c3bd50508ef2.png?width=720&height=720&hash=F42E2AE842C50AFC389F906A9936B201,Albalux,204,175,1,0,0,0,0
94,"Frigider sub blat Gorenje RIU609EA1, 138l, M: 81,8 cm, LED, clasa energetica E, Alb",Frigidere,1599.99,E,93,0,0,https://www.emag.ro/frigider-sub-blat-gorenje-138l-m-81-8-cm-led-clasa-energetica-e-alb-riu609ea1/pd/DS04NKYBM/,https://s13emagst.akamaized.net/products/64934/64933175/images/res_48226a821d5fb7d510dac61a4e066e5e.png?width=720&height=720&hash=C3BC316347972272812E288D86C01270,Gorenje,138,186,1,0,0,0,0
